ebird_code,date,duration,filename,species,number_of_notes,secondary_labels,latitude,sampling_rate,type,elevation,bitrate_of_mp3,background,country,primary_label,longitude,time
amtspa,2007-02-21,32,XC16893.mp3,American Tree Sparrow,1-3,[],42.5759,44100 (Hz),Flock calls,175 m,103281 (bps),,United States,Spizelloides arborea_American Tree Sparrow,-82.8087,?
amtspa,2007-03-23,22,XC16908.mp3,American Tree Sparrow,7-20,"['Agelaius phoeniceus_Red-winged Blackbird', 'Cardinalis cardinalis_Northern Cardinal', 'Turdus migratorius_American Robin', 'Melanerpes carolinus_Red-bellied Woodpecker', 'Dryobates pubescens_Downy Woodpecker']",42.1059,44100 (Hz),Song,185 m,106684 (bps),Red-winged Blackbird (Agelaius phoeniceus); Northern Cardinal (Cardinalis cardinalis); American Robin (Turdus migratorius); Red-bellied Woodpecker (Melanerpes carolinus); Downy Woodpecker (Dryobates pubescens),United States,Spizelloides arborea_American Tree Sparrow,-83.3164,?
amtspa,2014-10-30,10,XC200508.mp3,American Tree Sparrow,Not specified,[],44.3211,44100 (Hz),call,220 m,128000 (bps),,Canada,Spizelloides arborea_American Tree Sparrow,-78.3264,08:00
amtspa,2014-10-25,9,XC200509.mp3,American Tree Sparrow,Not specified,['Agelaius phoeniceus_Red-winged Blackbird'],44.3211,44100 (Hz),Flock calls,220 m,128000 (bps),Red-winged Blackbird (Agelaius phoeniceus),Canada,Spizelloides arborea_American Tree Sparrow,-78.3264,08:30
amtspa,2014-06-05,25,XC203711.mp3,American Tree Sparrow,Not specified,[],64.6972,48000 (Hz),"call, song",1200 m,320000 (bps),,Canada,Spizelloides arborea_American Tree Sparrow,-138.4384,23:00
amtspa,2014-06-07,77,XC209759.mp3,American Tree Sparrow,Not specified,"[""Gallinago delicata_Wilson's Snipe""]",63.2595,44100 (Hz),song,710 m,128000 (bps),Wilson's Snipe (Gallinago delicata),United States,Spizelloides arborea_American Tree Sparrow,-151.6484,08:49
amtspa,2016-02-14,1,XC303471.mp3,American Tree Sparrow,1-3,[],40.016,44100 (Hz),flight call,1600 m,252549 (bps),,United States,Spizelloides arborea_American Tree Sparrow,-105.2765,15:10
amtspa,2017-04-11,5,XC364114.mp3,American Tree Sparrow,Not specified,[],41.8905,48000 (Hz),song,220 m,320000 (bps),,United States,Spizelloides arborea_American Tree Sparrow,-88.3689,07:59
annhum,2012-09-09,73,XC109852.mp3,Anna's Hummingbird,Not specified,['Toxostoma redivivum_California Thrasher'],37.2913,48000 (Hz),song,240 m,128000 (bps),California Thrasher (Toxostoma redivivum),United States,Calypte anna_Anna's Hummingbird,-122.0845,08:36
annhum,2011-06-30,8,XC132216.mp3,Anna's Hummingbird,1-3,['Spinus psaltria_Lesser Goldfinch'],31.906,44100 (Hz),call,1400 m,128000 (bps),Lesser Goldfinch (Spinus psaltria),United States,Calypte anna_Anna's Hummingbird,-109.1543,07:20
annhum,2012-08-21,8,XC132243.mp3,Anna's Hummingbird,1-3,['Archilochus alexandri_Black-chinned Hummingbird'],31.906,44100 (Hz),call,1400 m,128000 (bps),Black-chinned Hummingbird (Archilochus alexandri),United States,Calypte anna_Anna's Hummingbird,-109.1543,16:38
annhum,2014-10-12,18,XC198499.mp3,Anna's Hummingbird,>20,[],32.6871,44100 (Hz),song,100 m,320000 (bps),,United States,Calypte anna_Anna's Hummingbird,-117.244,08:39
annhum,2014-11-25,24,XC282320.mp3,Anna's Hummingbird,Not specified,[],34.2842,22050 (Hz),"male, song",90 m,128000 (bps),,United States,Calypte anna_Anna's Hummingbird,-119.2741,07:00
annhum,2015-12-10,14,XC296918.mp3,Anna's Hummingbird,Not specified,[],33.3607,44100 (Hz),"male, song",380 m,128000 (bps),,United States,Calypte anna_Anna's Hummingbird,-111.7343,09:30
annhum,2016-07-23,16,XC328180.mp3,Anna's Hummingbird,7-20,[],38.5679,44100 (Hz),song,10 m,112176 (bps),,United States,Calypte anna_Anna's Hummingbird,-121.7639,06:00
annhum,2001-03-04,171,XC348361.mp3,Anna's Hummingbird,4-6,"['Melospiza melodia_Song Sparrow', 'Branta bernicla_Brant', 'Sturnella neglecta_Western Meadowlark']",30.4179,44100 (Hz),song,0 m,128000 (bps),Song Sparrow (Melospiza melodia); Brant Goose (Branta bernicla); Western Meadowlark (Sturnella neglecta),Mexico,Calypte anna_Anna's Hummingbird,-115.9387,?
annhum,1999-04-24,18,XC469881.mp3,Anna's Hummingbird,Not specified,[],34.0014,44100 (Hz),flight call,480 m,192000 (bps),,United States,Calypte anna_Anna's Hummingbird,-116.5586,13:10
astfly,2010-05-13,6,XC122807.mp3,Ash-throated Flycatcher,1-3,[],31.988,44100 (Hz),call,1300 m,128000 (bps),,United States,Myiarchus cinerascens_Ash-throated Flycatcher,-109.171,06:49
astfly,2009-04-30,173,XC122898.mp3,Ash-throated Flycatcher,4-6,"[""Thryomanes bewickii_Bewick's Wren"", 'Melanerpes uropygialis_Gila Woodpecker', 'Piranga rubra_Summer Tanager', 'Zenaida asiatica_White-winged Dove', ""Leiothlypis luciae_Lucy's Warbler""]",31.34,44100 (Hz),call,1100 m,128000 (bps),Bewick's Wren (Thryomanes bewickii); Gila Woodpecker (Melanerpes uropygialis); Summer Tanager (Piranga rubra); American Yellow Warbler (Setophaga aestiva); White-winged Dove (Zenaida asiatica); Lucy's Warbler (Leiothlypis luciae),United States,Myiarchus cinerascens_Ash-throated Flycatcher,-109.273,08:41
astfly,2011-06-30,268,XC122924.mp3,Ash-throated Flycatcher,4-6,"[""Tyrannus vociferans_Cassin's Kingbird"", 'Melozone fusca_Canyon Towhee', 'Myiarchus tyrannulus_Brown-crested Flycatcher', 'Amphispiza bilineata_Black-throated Sparrow', 'Toxostoma curvirostre_Curve-billed Thrasher']",31.906,44100 (Hz),dawn song,1400 m,128000 (bps),Cassin's Kingbird (Tyrannus vociferans); Canyon Towhee (Melozone fusca); Brown-crested Flycatcher (Myiarchus tyrannulus); Black-throated Sparrow (Amphispiza bilineata); Curve-billed Thrasher (Toxostoma curvirostre),United States,Myiarchus cinerascens_Ash-throated Flycatcher,-109.1543,04:52
astfly,2013-06-27,51,XC141344.mp3,Ash-throated Flycatcher,4-6,['Mniotilta varia_Black-and-white Warbler'],30.0801,44100 (Hz),call,650 m,128000 (bps),Black-and-white Warbler (Mniotilta varia),United States,Myiarchus cinerascens_Ash-throated Flycatcher,-99.5027,08:00
astfly,2013-12-18,18,XC170239.mp3,Ash-throated Flycatcher,Not specified,['Tyrannus crassirostris_Thick-billed Kingbird'],20.9468,44100 (Hz),"call, notes: Rasp-roll and whistle, song",20 m,192000 (bps),Thick-billed Kingbird (Tyrannus crassirostris),Mexico,Myiarchus cinerascens_Ash-throated Flycatcher,-105.3223,09:09
astfly,2013-07-14,13,XC302542.mp3,Ash-throated Flycatcher,Not specified,"[""Thryomanes bewickii_Bewick's Wren""]",34.0242,48000 (Hz),call,2100 m,128000 (bps),Bewick's Wren (Thryomanes bewickii),United States,Myiarchus cinerascens_Ash-throated Flycatcher,-107.1338,6:10
astfly,2017-06-18,165,XC376284.mp3,Ash-throated Flycatcher,Not specified,"['Streptopelia decaocto_Eurasian Collared-Dove', 'Callipepla californica_California Quail', 'Aphelocoma californica_California Scrub-Jay']",35.332,48000 (Hz),call,440 m,320000 (bps),Eurasian Collared Dove (Streptopelia decaocto); California Quail (Callipepla californica); California Scrub Jay (Aphelocoma californica),United States,Myiarchus cinerascens_Ash-throated Flycatcher,-120.415,6:34
astfly,2018-05-24,48,XC417737.mp3,Ash-throated Flycatcher,Not specified,[],36.0375,44100 (Hz),song,2200 m,160000 (bps),,United States,Myiarchus cinerascens_Ash-throated Flycatcher,-111.8103,08:00
astfly,2018-06-03,46,XC419831.mp3,Ash-throated Flycatcher,1-3,['Contopus sordidulus_Western Wood-Pewee'],46.6585,44100 (Hz),call,550 m,320178 (bps),Western Wood Pewee (Contopus sordidulus),United States,Myiarchus cinerascens_Ash-throated Flycatcher,-120.7521,12:00
baisan,2013-08-22,17,XC147070.mp3,Baird's Sandpiper,Not specified,[],-18.0427,48000 (Hz),call,3700 m,320000 (bps),,Bolivia,Calidris bairdii_Baird's Sandpiper,-67.0846,07:10
baisan,2013-08-22,50,XC147073.mp3,Baird's Sandpiper,Not specified,[],-18.0427,48000 (Hz),call,3700 m,320000 (bps),,Bolivia,Calidris bairdii_Baird's Sandpiper,-67.0846,09:20
baisan,2013-09-21,5,XC148503.mp3,Baird's Sandpiper,7-20,[],19.4371,44100 (Hz),"alarm call, flight call",2600 m,128000 (bps),,Mexico,Calidris bairdii_Baird's Sandpiper,-99.6702,08:30
baisan,1994-04-15,17,XC2476.mp3,Baird's Sandpiper,>20,['Recurvirostra andina_Andean Avocet'],-22.2001,44100 (Hz),call,4232 m,64000 (bps),Andean Avocet (Recurvirostra andina),Bolivia,Calidris bairdii_Baird's Sandpiper,-67.7834,11:00
baisan,2015-05-29,6,XC283396.mp3,Baird's Sandpiper,Not specified,"[""Leucophaeus pipixcan_Franklin's Gull"", 'Chlidonias niger_Black Tern']",48.5982,48000 (Hz),"call, flight call",700 m,128000 (bps),Franklin's Gull (Leucophaeus pipixcan); Black Tern (Chlidonias niger),United States,Calidris bairdii_Baird's Sandpiper,-102.4547,13:17
baisan,2018-09-08,11,XC434359.mp3,Baird's Sandpiper,Not specified,['Larus occidentalis_Western Gull'],35.3975,48000 (Hz),call,0 m,320000 (bps),Western Gull (Larus occidentalis),United States,Calidris bairdii_Baird's Sandpiper,-120.8671,8:40
baisan,2019-02-02,42,XC470766.mp3,Baird's Sandpiper,Not specified,[],-48.4832,48000 (Hz),"alarm call?, call",1000 m,192000 (bps),,Argentina,Calidris bairdii_Baird's Sandpiper,-71.4266,21:00
baisan,2019-02-10,67,XC470789.mp3,Baird's Sandpiper,Not specified,[],-48.4713,48000 (Hz),call,1100 m,192000 (bps),,Argentina,Calidris bairdii_Baird's Sandpiper,-71.4582,18:00
baisan,2019-08-01,104,XC491073.mp3,Baird's Sandpiper,Not specified,['Lanius ludovicianus_Loggerhead Shrike'],32.233,48000 (Hz),call,1300 m,128000 (bps),Loggerhead Shrike (Lanius ludovicianus),United States,Calidris bairdii_Baird's Sandpiper,-109.8269,14:18
baleag,2013-07-05,18,XC149270.mp3,Bald Eagle,Not specified,[],27.9368,48000 (Hz),call,20 m,128000 (bps),,United States,Haliaeetus leucocephalus_Bald Eagle,-81.2252,06:48
baleag,2011-11-30,30,XC149271.mp3,Bald Eagle,Not specified,"[""Gallinago delicata_Wilson's Snipe""]",28.229,48000 (Hz),call,0 m,128000 (bps),Wilson's Snipe (Gallinago delicata),United States,Haliaeetus leucocephalus_Bald Eagle,-80.813,07:25
baleag,2011-06-04,5,XC149273.mp3,Bald Eagle,Not specified,[],48.4103,48000 (Hz),call,800 m,128000 (bps),,United States,Haliaeetus leucocephalus_Bald Eagle,-115.3066,06:36
baleag,2014-01-17,7,XC165314.mp3,Bald Eagle,Not specified,[],28.4927,48000 (Hz),flight call,0 m,128000 (bps),,United States,Haliaeetus leucocephalus_Bald Eagle,-80.7246,09:29
baleag,2014-03-12,62,XC169752.mp3,Bald Eagle,4-6,[],Not specified,44100 (Hz),"call, flight call",? m,128000 (bps),,United States,Haliaeetus leucocephalus_Bald Eagle,Not specified,16:35
baleag,2014-10-23,39,XC205515.mp3,Bald Eagle,Not specified,[],46.6997,48000 (Hz),"call, flight call",190 m,128000 (bps),,United States,Haliaeetus leucocephalus_Bald Eagle,-92.0016,14:34
baleag,2015-01-07,19,XC212577.mp3,Bald Eagle,1-3,[],Not specified,44100 (Hz),flight call,? m,128000 (bps),,United States,Haliaeetus leucocephalus_Bald Eagle,Not specified,17:30
baleag,2015-11-19,84,XC293803.mp3,Bald Eagle,Not specified,[],28.2267,48000 (Hz),call,10 m,128000 (bps),,United States,Haliaeetus leucocephalus_Bald Eagle,-80.7645,07:58
baleag,2018-02-28,88,XC451810.mp3,Bald Eagle,Not specified,['Zenaida macroura_Mourning Dove'],28.229,48000 (Hz),call,0 m,128000 (bps),Mourning Dove (Zenaida macroura),United States,Haliaeetus leucocephalus_Bald Eagle,-80.813,11:59
balori,2007-05-07,41,XC16971.mp3,Baltimore Oriole,1-3,"['Turdus migratorius_American Robin', 'Vireo gilvus_Warbling Vireo', 'Agelaius phoeniceus_Red-winged Blackbird', 'Phasianus colchicus_Ring-necked Pheasant']",41.93338,44100 (Hz),"call, song",185 m,94301 (bps),American Robin (Turdus migratorius); Warbling Vireo (Vireo gilvus); Red-winged Blackbird (Agelaius phoeniceus); Common Pheasant (Phasianus colchicus),United States,Icterus galbula_Baltimore Oriole,-83.54994,?
balori,2014-04-20,78,XC175543.mp3,Baltimore Oriole,Not specified,"['Passerina cyanea_Indigo Bunting', 'Cardinalis cardinalis_Northern Cardinal', 'Agelaius phoeniceus_Red-winged Blackbird']",30.347,44100 (Hz),song,10 m,128000 (bps),Indigo Bunting (Passerina cyanea); Northern Cardinal (Cardinalis cardinalis); Red-winged Blackbird (Agelaius phoeniceus),United States,Icterus galbula_Baltimore Oriole,-91.218,11:30
balori,2014-04-29,13,XC181121.mp3,Baltimore Oriole,4-6,[],8.4299,44100 (Hz),call,60 m,192000 (bps),,Panama,Icterus galbula_Baltimore Oriole,-82.3976,17:30
balori,2014-10-19,99,XC244358.mp3,Baltimore Oriole,Not specified,[],13.7333,48000 (Hz),song,750 m,320000 (bps),,El Salvador,Icterus galbula_Baltimore Oriole,-89.2167,09:00
balori,2016-06-19,31,XC333620.mp3,Baltimore Oriole,Not specified,[],45.0889,44100 (Hz),"flight call, male",100 m,128000 (bps),,Canada,Icterus galbula_Baltimore Oriole,-74.2627,09:47
balori,2017-05-20,48,XC388163.mp3,Baltimore Oriole,Not specified,"['Agelaius phoeniceus_Red-winged Blackbird', 'Melospiza melodia_Song Sparrow']",46.7179,44100 (Hz),"male, song",10 m,128000 (bps),Red-winged Blackbird (Agelaius phoeniceus); Song Sparrow (Melospiza melodia),Canada,Icterus galbula_Baltimore Oriole,-71.5345,08:03
balori,2017-05-27,32,XC389982.mp3,Baltimore Oriole,Not specified,"['Actitis macularius_Spotted Sandpiper', 'Agelaius phoeniceus_Red-winged Blackbird', 'Spinus tristis_American Goldfinch']",46.154,44100 (Hz),"call, male",10 m,128000 (bps),Spotted Sandpiper (Actitis macularius); Red-winged Blackbird (Agelaius phoeniceus); American Goldfinch (Spinus tristis),Canada,Icterus galbula_Baltimore Oriole,-72.7455,06:28
balori,2016-05-12,54,XC391090.mp3,Baltimore Oriole,Not specified,[],42.7865,44100 (Hz),call,300 m,192000 (bps),,United States,Icterus galbula_Baltimore Oriole,-83.1459,09:30
balori,2016-05-25,35,XC396159.mp3,Baltimore Oriole,Not specified,[],40.8033,48000 (Hz),"male, song",60 m,95315 (bps),,United States,Icterus galbula_Baltimore Oriole,-74,06:30
banswa,2013-06-24,600,XC140286.mp3,Sand Martin,Not specified,[],51.7772,44100 (Hz),"call, song",550 m,128000 (bps),,Canada,Riparia riparia_Bank Swallow,-103.5795,14:14
banswa,2014-06-19,11,XC190659.mp3,Sand Martin,Not specified,[],54.8609,44100 (Hz),flight call,80 m,256566 (bps),,Russian Federation,Riparia riparia_Bank Swallow,46.5739,20:00
banswa,2013-07-02,48,XC195303.mp3,Sand Martin,Not specified,"['Carduelis carduelis_European Goldfinch', 'Turdus merula_Eurasian Blackbird', 'Sturnus vulgaris_European Starling']",51.6444,48000 (Hz),call,10 m,128000 (bps),European Goldfinch (Carduelis carduelis); Common Blackbird (Turdus merula); Common Starling (Sturnus vulgaris),Netherlands,Riparia riparia_Bank Swallow,5.5971,13:33
banswa,2015-05-08,14,XC286532.mp3,Sand Martin,Not specified,"['Coccyzus americanus_Yellow-billed Cuckoo', 'Agelaius phoeniceus_Red-winged Blackbird', 'Melanerpes aurifrons_Golden-fronted Woodpecker', 'Arremonops rufivirgatus_Olive Sparrow', 'Zenaida asiatica_White-winged Dove', ""Tyrannus couchii_Couch's Kingbird""]",26.5151,48000 (Hz),flight call,60 m,128000 (bps),Yellow-billed Cuckoo (Coccyzus americanus); Red-winged Blackbird (Agelaius phoeniceus); Golden-fronted Woodpecker (Melanerpes aurifrons); Olive Sparrow (Arremonops rufivirgatus); White-winged Dove (Zenaida asiatica); Couch's Kingbird (Tyrannus couchii),United States,Riparia riparia_Bank Swallow,-99.1156,06:50
banswa,2014-06-12,31,XC302256.mp3,Sand Martin,Not specified,[],52.7601,44100 (Hz),"call, flight call",750 m,192000 (bps),,Canada,Riparia riparia_Bank Swallow,-119.1593,08:30
banswa,2017-04-07,41,XC371757.mp3,Sand Martin,Not specified,[],52.1226,44100 (Hz),call,0 m,128000 (bps),,Netherlands,Riparia riparia_Bank Swallow,5.0062,13:29
banswa,2017-07-09,7,XC380321.mp3,Sand Martin,Not specified,[],47.0002,48000 (Hz),flight call,460 m,128000 (bps),,Switzerland,Riparia riparia_Bank Swallow,7.1286,08:00
banswa,2019-06-21,66,XC485817.mp3,Sand Martin,Not specified,[],52.0619,48000 (Hz),"alarm call, call, flight call, song",460 m,320000 (bps),,Russian Federation,Riparia riparia_Bank Swallow,106.6309,05:00
banswa,2019-07-15,55,XC498256.mp3,Sand Martin,Not specified,[],55.9804,44100 (Hz),"alarm call, flight call, juvenile",80 m,192000 (bps),,Russian Federation,Riparia riparia_Bank Swallow,47.359,10:30
barswa,2015-01-31,16,XC252931.mp3,Barn Swallow,>20,[],-32.8987,48000 (Hz),song,500 m,128188 (bps),,South Africa,Hirundo rustica_Barn Swallow,26.3775,12:00
barswa,2015-05-25,10,XC289357.mp3,Barn Swallow,Not specified,[],57.2367,44100 (Hz),song,0 m,192000 (bps),,Sweden,Hirundo rustica_Barn Swallow,18.6766,13:07
barswa,2017-03-20,82,XC361807.mp3,Barn Swallow,Not specified,[],36.4172,44100 (Hz),"call, female, flight call, male, song",? m,192000 (bps),,Spain,Hirundo rustica_Barn Swallow,-6.1459,?
barswa,2017-03-20,27,XC361815.mp3,Barn Swallow,Not specified,[],36.4172,44100 (Hz),"call, female, flight call, male, song",? m,192000 (bps),,Spain,Hirundo rustica_Barn Swallow,-6.1459,?
barswa,2017-06-09,34,XC376077.mp3,Barn Swallow,Not specified,[],40.6083,48000 (Hz),song,20 m,256000 (bps),,United States,Hirundo rustica_Barn Swallow,-74.3452,08:00
barswa,2017-04-14,44,XC376569.mp3,Barn Swallow,Not specified,[],-7.0611,44100 (Hz),song,190 m,192000 (bps),,Indonesia,Hirundo rustica_Barn Swallow,110.4473,12:45
barswa,2017-06-19,16,XC376772.mp3,Barn Swallow,Not specified,[],41.5171,44100 (Hz),song,650 m,124382 (bps),,Portugal,Hirundo rustica_Barn Swallow,-7.6224,20:00
barswa,2018-03-07,37,XC413887.mp3,Barn Swallow,Not specified,[],29.3635,44100 (Hz),song,0 m,83209 (bps),,Kuwait,Hirundo rustica_Barn Swallow,47.696,14:00
barswa,2018-08-11,42,XC433813.mp3,Barn Swallow,Not specified,[],43.3139,48000 (Hz),call,380 m,256000 (bps),,Spain,Hirundo rustica_Barn Swallow,-5.3944,08:00
bawwar,2013-05-18,57,XC134100.mp3,Black-and-white Warbler,Not specified,"['Setophaga ruticilla_American Redstart', 'Passer domesticus_House Sparrow', 'Troglodytes aedon_House Wren', 'Vireo olivaceus_Red-eyed Vireo', 'Thryothorus ludovicianus_Carolina Wren', 'Melospiza melodia_Song Sparrow']",40.043,44100 (Hz),call,90 m,128000 (bps),American Redstart (Setophaga ruticilla); House Sparrow (Passer domesticus); House Wren (Troglodytes aedon); Red-eyed Vireo (Vireo olivaceus); Carolina Wren (Thryothorus ludovicianus); Song Sparrow (Melospiza melodia),United States,Mniotilta varia_Black-and-white Warbler,-76.345,09:00
bawwar,2013-09-28,43,XC150220.mp3,Black-and-white Warbler,Not specified,[],28.6456,48000 (Hz),flight call,0 m,128000 (bps),,United States,Mniotilta varia_Black-and-white Warbler,-80.7199,07:46
bawwar,2014-05-24,123,XC179717.mp3,Black-and-white Warbler,Not specified,"['Zonotrichia albicollis_White-throated Sparrow', 'Leiothlypis ruficapilla_Nashville Warbler']",45.0509,44100 (Hz),song,110 m,128000 (bps),White-throated Sparrow (Zonotrichia albicollis); Nashville Warbler (Leiothlypis ruficapilla),Canada,Mniotilta varia_Black-and-white Warbler,-72.8358,06:08
bawwar,2014-05-15,16,XC179841.mp3,Black-and-white Warbler,Not specified,"['Passerina cyanea_Indigo Bunting', 'Vermivora cyanoptera_Blue-winged Warbler', 'Pheucticus ludovicianus_Rose-breasted Grosbeak']",41.161,44100 (Hz),song,130 m,128000 (bps),Indigo Bunting (Passerina cyanea); Blue-winged Warbler (Vermivora cyanoptera); Rose-breasted Grosbeak (Pheucticus ludovicianus),United States,Mniotilta varia_Black-and-white Warbler,-74.868,15:00
